sample_id,review_id,text,stars,llama_agg_pred_stars,llama_agg_reasoning,category,lr_pred_stars,lr_pred_confidence,svm_pred_stars,svm_pred_confidence,nb_pred_stars,nb_pred_confidence,bert_pred_stars,bert_pred_confidence
62,SzxDkwm47V-oN23JEUYgJw,"Formerly I would have given them 4-5 stars, and they do give a 4-star foot reflexology treatment which is worth a try.

I've had the reflexology about 6-8x,
Chair massage about 5x plus and full body table massage around 10x plus. So I'm definitely not a stranger or newcomer to Eastern Relax - have over time had three or so of their punch cards fully filled up.

Cost wise chair massage and reflexology are bargains IMHO. Table massage is pricier than the ton of Chinese massages place you find in all the strip malls, but not much more. My own private therapist is WAY more cost effective ($120 for three hour package) and she does way more effective deep pressure and doesn't follow a canned routine like in most of these professional Qi massage places.

Location convenience is perfect for the university crowd.

But for the chair massage - what gives?
It seems that they just want to elbow you for duration of it and elbow not just the space between your neck and shoulders but EVERYWHERE even the soft of your back and SPINE??? - yesterday they chatted for 5min with no other clients while I waited, which is OK no sweat - but it seemed like they (well at least ONE of the female therapists) is maybe pissed about something and taking her aggression out by beating the shit out of you with her elbow. I had to tell her twice to go 'medium' not hard - but she got back to aggression pressure after a few minutes - the next time I will avoid this particular therapist, and I had concerns with her before but always give her a shot as she IS fairly effective with the foot reflexology.

Cheers,",3,2,"The review text expresses mixed sentiment, with the user previously enjoying the services but having a recent negative experience with the chair massage, citing aggressive elbowing by the therapist. The model predictions are in agreement, with all four models predicting a 2-star rating, indicating a consensus on the user's overall dissatisfaction. The models' confidences vary, but the unanimous prediction supports the final star rating of 2.",error,2,0.3464081114639634,2,0.5144404242831037,2,0.3326796141616965,2,0.67578125
63,GxI2NI7ZjbRoijWzGKksJg,"Did e-checkin thru ""My Chart"" app, paid, checked in then sat for 40 minutes while others who came in after me were taken ahead of me because ""e-checkin"" has NOTHING to do with checking a patient in and everything about them collecting payment!!!",1,1,"The review text expresses strong frustration and disappointment with the check-in process, indicating a very negative experience. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT showing the highest confidence, supporting the conclusion that the reviewer had a terrible experience. The consensus among the models reinforces the negative sentiment in the review text.",consensus,1,0.3906667196873108,1,0.6275367166077306,1,0.4015036954318771,1,0.84375
64,hpdDPA4RKijIVdDd9NdIEg,"I love Ross and this particular store is the one closest to my house and no matter when i go the line is always so long cuz they usually only have 1 register open. The manager with the colorful hair is very nice and is the only one i ever see that wil jump on a register to help the line move a lil faster. Some of the staff doesn't speak english very well or understand it  , i asked a associate how to find out how much something was cuz it didn't have a price tag and she said ""Yes Yes"" and shook her head. That was very annoying.",3,3,"The review text expresses mixed sentiment, with the customer appreciating the manager's helpfulness but frustrated with the long lines and some staff members' language barriers. The models show some disagreement, with BERT and SVM suggesting a mid-to-high rating, while LR and NB suggest a lower rating, but BERT's higher confidence tips the scale towards a 3-star rating. Overall, the final star rating reflects the customer's generally positive but imperfect experience with the store.",edge,2,0.2237258192790513,4,0.2644792699567791,1,0.2569011822596179,3,0.62890625
65,DBrlXy0RWPK8HX36zv9Bqg,"Mesa Appliance has been my go-to repair for YEARS- Roy has worked on every appliance from my front loading washing machine, to my front loading dryer, and now the ice machine in my fridge.
Roy is excellent with returning my calls, showing up on time and even at the last minute when I'm frantic and left with wet laundry in the dryer (!) and VERY reasonably priced.  I highly recommend Roy and Mesa Appliance for any repair need you have.",5,5,"The review text expresses a highly positive sentiment towards Mesa Appliance, highlighting the excellent service and reasonable pricing. All four models, BERT, LR, SVM, and NB, predict a 5-star rating, although with varying confidence levels, indicating strong agreement among the models. Overall, the consistent model predictions and glowing review text support a 5-star final rating.",consensus,5,0.4443603966885362,5,0.7456060945189108,5,0.2712508597824196,5,0.98046875
66,lEMA65ulsnJSyCuoZr8z0A,"So my boyfriend and I go to this rally's very often, and lately they have sucked! They open at 12 which is his lunch break and today we waited 10 mins at the speaker and then we walk up to the window because we love their food, a lady said they weren't open yet and if I want food I need to wait 30 more mins?! Are you kidding me? At least put a damn headset on saying you're closed so that way you can tell people your closed... there were other cars waiting in line helpless and stuck because no one greeted them so they had line of people just waiting to order. Outrageous the only reason we go to rally's is for the food..the service is just out right terrible!! And the previous time my boyfriend waited in the drive thru from 12:10-12:45 for one meal?! They need to hire more staff or have them retrained.",1,1,"The review text expresses strong negative sentiment towards the service at the restaurant, with the customer experiencing long wait times and poor communication from the staff. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, indicating a high level of confidence in this assessment. The consistent model predictions, combined with the overwhelmingly negative review text, support the final star rating of 1.",consensus,1,0.3397739163912646,1,0.5428759706343657,1,0.3861792830916308,1,0.546875
67,11OV2jX_u3SjL3LL9RRzBw,"On a bike ride and stopped to get a cold beverage and pizza . Wonderful location on West End Park, on the Basin Canal across the canal from Felix's. Outdoor covered seating. We enjoyed watching the boats traveling up and down the canal. Staff was very friendly, great service, restrooms very clean. The best part, and this is a huge claim, the pizza was delicious!! In fact so delicious that I would venture to say it reminded me of Pizza Delicious!! So thrilled to say that we have found our new go to stop for Pizza!",5,5,"The review text expresses a highly positive sentiment, praising the location, service, and food, which aligns with the unanimous model predictions of 5 stars from BERT, LR, SVM, and NB. Although the confidence levels vary among the models, their agreement suggests a strong indication of a 5-star review. The reviewer's enthusiasm and comparison to a well-known pizza establishment, Pizza Delicious, further supports the final rating of 5 stars.",consensus,5,0.3940697688696783,5,0.6359421113228209,5,0.2906883996895471,5,0.9140625
68,frfwRQHYE3qnQFcGuYEbUQ,"This gym is seriously amazing!!! Clean, updated equipment, incredibly friendly staff, what more could you ask for!??!? I always feel so welcomed when I come in and do not feel like a number as I did at PF. I never feel awkward or stared at here, and love how interactive the staff is. Am absolutely gem!!!!",5,5,"The review text expresses extremely positive sentiment towards the gym, highlighting its cleanliness, friendly staff, and welcoming atmosphere. All four models, including BERT, LR, SVM, and NB, agree on a 5-star rating, although their confidences vary, with BERT showing the highest confidence at 0.9765625. The unanimous model agreement, combined with the glowing review text, supports the final star rating of 5.",consensus,5,0.4557406273451306,5,0.7837773057194065,5,0.3075517861375828,5,0.9765625
69,9azUBoS6fNszdFpHdaHzrw,"Not overly impressed with the Philly Cheesesteak sandwich, I thought the bread was too doughy and had better elsewhere.",2,2,"The majority of the models, including BERT, LR, and SVM, agree that the review warrants a 2-star rating, with BERT showing the highest confidence. The review text also expresses a negative sentiment towards the Philly Cheesesteak sandwich, citing specific issues with the bread. Although the NB model predicts a 3-star rating, its lower confidence and the overall negative tone of the review lead me to side with the majority of the models.",consensus,2,0.2981760192370906,2,0.4319099895123386,3,0.2875443061912803,2,0.78125
70,NSo9GuL9BCQRmUi55rL6bA,"I recently purchased a Maxima from this dealership I asked the sales rep if the car came with one key, his response no I can get you another key that's not a problem. Here I am texting and calling wanting to know about the key I was promised I'll call you first thing in the morning that call never happened.  I go to the dealership yesterday to sign the loan paperwork and the finance manager whole attitude changed when I didn't want to buy the Gap or extended warranty, didn't thank us for buying the car or anything ""here are your copies have a nice day"".  I get my car washed and I told the sales rep the navigation isn't working he said oh you have to bring it back tomorrow when parts department opens thank God there was a more knowledgeable sales rep there who was able to get a SD card from out of the office.  I sent a text hours ago about the extra key that was promised still no response, my wife is in the process of looking for another car I will go to a dealership where my business is appreciated.",1,1,"The review text expresses strong dissatisfaction with the dealership's service, citing unfulfilled promises and poor communication. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT having the highest confidence, indicating a high degree of model agreement. The consistent negative sentiment in the review and the unanimous model predictions support a final rating of 1 star.",consensus,1,0.5682713313850782,1,0.7683593582558707,1,0.633815754364164,1,0.859375
71,TxbkheFKyKK4r1lvCEBaqw,"New terminals are beautiful with excellent food options. Too many apathetic workers. 
Outside sidewalks and common areas are filthy. Sidewalks haven't been scrubbed in years. Nowhere to sit

Update: they have duct tape in the men's bathroom at terminal b near the gap. The tape is on the bottom of every stall where it meets the floor. Holds tile on. Really?",2,2,"The review text expresses mixed sentiment, praising the new terminals and food options, but criticizing the apathetic workers, filthy common areas, and poor maintenance, which suggests a lower rating. The BERT model prediction of 2 stars with the highest confidence among the models aligns with this negative sentiment, while the other models disagree with significantly lower confidences. Overall, the model evidence and text sentiment support a 2-star rating.",edge,4,0.2491246472341868,5,0.3517460982701313,3,0.2279513351490964,2,0.55078125
72,Gdux-dLT4BsEPUAoGNN6dg,"Came here to celebrate, multiple family members birthdays.  We had a good time, our waiter was nice and did an ok job, but it was exactly what we expected!  The food was good not great but we enjoyed it, the atmosphere was just as if we had visited anywhere else in the country.  For visiting a chain restaurant such as this one we enjoyed it and will probably come back again, but not often maybe once or twice a year.",4,3,"The review text indicates a generally positive but unenthusiastic experience, with the food and atmosphere being merely good and not exceptional. Most models, including LR, SVM, and NB, agree on a 3-star rating, although BERT predicts 4 stars with higher confidence, suggesting some disagreement among the models. Overall, the reviewer's lukewarm tone and the majority of model predictions support a 3-star final rating.",error,3,0.4422338969176221,3,0.5948852685146068,3,0.3434706887954393,4,0.7109375
73,8rXzP-OBM_cU_ja0y6wMpw,"NOLA can be a pizza hit or miss town to me but NOLA Pizza Co is the best addition to the line up I can ever remember.  It's instantly my the discussion for my favorite in town.  The pizza itself is amazing and super reasonable, the crust tops all others and in my 25 years in NOLA, I haven't had one that the crust and sauce combo is as on point for. New York style pizza. I called with a special request and the very friendly and hard working staff just hit it absolutely on the head.  THANK YOU to the staff and management for doing such an amazing job and opening a business that's gonna be on my very short go to list for sure!   Had two other couples with us and we all agreed that NOLA Pizza is the new standard by which others will be measured!  (Tried to find a place to add a 6th or 7th star but Yelp is so limited.) Don't think, just order!!",5,5,"The review text expresses extremely positive sentiment towards NOLA Pizza Co, with the reviewer praising the pizza, crust, and staff. All four models, BERT, LR, SVM, and NB, agree on a 5-star rating, with BERT showing the highest confidence, indicating strong evidence for the highest rating. The unanimous model agreement, combined with the glowing review text, supports the final star rating of 5.",consensus,5,0.4156793073386227,5,0.7425725002297302,5,0.3188438267953763,5,0.95703125
74,s6YcFiGJ-KqWFG554TjBBg,"We had a great breakfast here this morning.  If you are from ""the region"", it will remind you of some of the good places up there.  My sons had some great chocolate chip pancakes.  There were 12 of us and everyone enjoyed their food.  The staff was very friendly as well.",4,4,"The review text expresses a positive sentiment towards the breakfast experience, mentioning great food and friendly staff. All four models, BERT, LR, SVM, and NB, agree on a 4-star rating, with SVM having the highest confidence, indicating a strong consensus among the models. Overall, the consistent model predictions and positive review text support a 4-star final rating.",consensus,4,0.4620488263171632,4,0.5397714222014772,4,0.333392232687636,4,0.498046875
75,1suKGQuct7DgCRgWwbbsxA,Do not come here. Do not book on any hotel sites. We booked at 8 pm arrived at 2 am for our reservation and were told our room was given away because we did not show up by 4. (Physically impossible) the concierge rudely offered us the lobby couches and told us absolutely no refunds. Pathetic. Would leave zero stars if possible.,1,1,"The review text expresses a strongly negative sentiment, with the customer having a terrible experience at the hotel and being treated rudely by the concierge. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT showing the highest confidence, indicating a high level of agreement among the models. The consistent model predictions and the overwhelmingly negative review text support the final rating of 1 star.",consensus,1,0.5474939487844374,1,0.674914618067424,1,0.5224950460849876,1,0.9921875
76,uLVXEc1i6BzolvXTNZ7iLw,"I used the lobby bathroom and it was disgusting. Toilet paper all over the floor, doors wouldn't lock, and there was clogged toilets. Staff was helpful. Rooms need updating, very plain. The furniture did not match and looked like they bought it at a garage sell. Not enough parking. This hotel is way over priced.",2,1,"The review text expresses strong negative sentiment towards the hotel's cleanliness, maintenance, and overall value, with the reviewer calling it 'disgusting' and 'way over priced'. Although the staff was mentioned as helpful, the majority of the review highlights significant issues, aligning with BERT's prediction of 1 star. The other models, LR, SVM, and NB, predict 2 stars, but their lower confidences and the overwhelming negative text sentiment lead me to side with BERT's more extreme rating.",error,2,0.3640922655424636,2,0.5737714050007249,2,0.3113423675006268,1,0.59765625
77,vPTp1iSlS6qGRbne_pO4gQ,"What can I say, overpriced food and hot waitresses.  Hot waitresses.  Good beer selection, which I like.  Hot waitresses.  The food was nothing special, but hot waitresses.  
Hot waitresses.  
I would go back, hot waitresses.",3,3,"The review text has mixed sentiment, mentioning both overpriced food and a good beer selection, but the reviewer's focus on the waitresses suggests a generally positive experience. The models are in agreement, with all four predicting a 3-star rating, although their confidences vary, with BERT being the most confident. Overall, the model consensus and the reviewer's willingness to return support a 3-star final rating.",consensus,3,0.3686464111371396,3,0.5021658062374968,3,0.3128390988857295,3,0.8046875
78,URQmJ16PL57eaQ9VuB50uQ,"We came Friday night, and the place was packed outside but less so indoors. Over good experience, but the wait for every course was REALLY long. The server was very pleasant, I just wish she stopped by a few more times to at least keep us updated on the progress. 13 people waiting without a word is tough",3,2,"The review text expresses an overall negative sentiment due to long wait times and inadequate server updates, despite a pleasant server. The BERT and NB models agree on a 2-star rating, while the LR and SVM models suggest a 3-star rating, but the reviewer's frustrations seem to outweigh the positive aspects. The majority of the review focuses on the negative experience, leading to a final rating of 2 stars.",error,3,0.3525305619550681,3,0.5076587092831827,2,0.2640742673098943,2,0.59765625
79,YqUgegav6sOa83G93_4rYw,"This place is very badly organized and run.  And trying to get an appointment with the 'spa' for a facial is an exercise in frustration.  Pay a bit extra and go to a professional!  And forget their price list...apparently the price for a color touch up depends on who you talk to,and the person I talked to wanted more than double what their price list stated!!!!",1,1,"The review text expresses strong negative sentiment towards the organization and pricing of the establishment, indicating a low rating is warranted. The BERT and NB models agree on a 1-star rating, while the LR and SVM models disagree with a predicted 5-star rating, but the text evidence and BERT's high confidence support the lower rating. Overall, the majority of the model evidence and the text sentiment point towards a 1-star review.",override,5,0.3033317279513911,5,0.5476517954354778,1,0.2552701397433309,1,0.79296875
80,GG6blsrCm8-3KzPkVk-PcQ,"Where do I start? The new board is lousy looking, though reasonably efficient. The new announcements are worse than terrible. The machine voice often mispronounces words and with the feedback is unintelligible for those with impaired hearing or hearing aids. Progress shouldn't make things worse.",2,2,"The review text expresses strong negative sentiment towards the new board and announcements, indicating a low rating. While there is disagreement among the models, with BERT and NB predicting lower ratings and LR and SVM predicting higher ratings, BERT's prediction of 2 stars with the highest confidence aligns with the overall negative tone of the review. The majority of the models do not agree on a high rating, which further supports the choice of 2 stars.",edge,4,0.2563117723306096,5,0.3561498552998636,3,0.2236916278700825,2,0.50390625
81,LXyXmOExM8DzW6oBlGgZbA,"I wanted to find a little place for a light sushi dinner, so I checked the reviews. We were planning on Morimoto the next day, so we tried to keep it inexpensive. It all looked good, so I booked an Opentable reservation. 

We arrived and the place was empty. We took a look at the menu and already knew we were getting the Crab Miso soup from the reviews. 

Zento says that it is a sushi and sake bar, yet they didn't have a sake menu or any Nigori. I'm used to lists of sake and trying new ones and favorites each time. We ordered what they had. http://www.yelp.com/biz_photos/nR3VW9i2K8033QY0ZMTisw?select=HhJHGn1Fx-awVJok4Zzlxw

The menu isn't as extensive as I'm used to. Mostly rolls, some sashimi and hand rolls. We ordered a couple starters and rolls:

*Crab Miso Soup (Really Good): http://www.yelp.com/biz_photos/nR3VW9i2K8033QY0ZMTisw?select=fm-UnOPytMdESiGfmg__vw
*Seaweed Salad: http://www.yelp.com/biz_photos/nR3VW9i2K8033QY0ZMTisw?select=5vwCcvpHF1jWDk2ICJoePw
*Mixed Rolls: http://www.yelp.com/biz_photos/nR3VW9i2K8033QY0ZMTisw?select=08YvdHhQKtuyod2R50x6IQ
All devoured with a nice crisp Sapporo. http://www.yelp.com/biz_photos/nR3VW9i2K8033QY0ZMTisw?select=xiG-qtVw60VEU6Hw1UI4LQ

So in the end the food was pretty good, service was really slow (despite it being empty) and was kind of disappointed by the lack of menu items. I guess I can be spoiled coming from a city that has some of the freshest fish around.",3,3,"The review text expresses mixed sentiments, with the food being described as pretty good, but the service being slow and the menu being limited. All four models, BERT, LR, SVM, and NB, agree on a 3-star rating, with varying confidences, indicating a consensus on the mediocre quality of the experience. Overall, the model agreement and the balanced tone of the review support a 3-star final rating.",consensus,3,0.3257522844411883,3,0.424129440578292,3,0.3101492679351542,3,0.54296875
82,Cu2srAnWVS8Jy6OKd5AZXQ,We are a family with two young children and we know that outdoor dining is impossible right now without a reservation so I called and made a reservation for an outdoor table for 4:30 pm today. When I called I said we needed a table outside and once he said it was confirmed I again confirmed that it would be for outside and was told yes. When I arrived they said that reservations are for inside and outdoor is a first come first serve basis and there were six tables ahead of us. I was completely shocked because they said nothing about this on the phone when I called and I was assured an outside table. We were of course left with no options as everywhere is packed for outside dining and we can't wait an hour with a 2 year old and 9 month old. I called to complain and was basically told that's the way it is and they don't know why I wasn't told that when I made the reservation. At least two other people in line had been told the same things. To do this during a pandemic when parents don't feel safe with young children inside is insane.,1,1,"The review text expresses strong negative sentiment towards the restaurant due to a misunderstanding about outdoor seating reservations. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT having the highest confidence, indicating a high level of agreement among the models. The consistency among the models, combined with the reviewer's frustration and disappointment, supports the final star rating of 1.",consensus,1,0.4885369656734037,1,0.7182994482055386,1,0.5478411381487458,1,0.9296875
83,ifuZgrQbsR3v5fx2QXvN1w,This is a great hotel! The lobby is beautiful! I had a great experience with the front desk staff. They a very helpful. We had a drink and fries at the Level One Lounge. We had an enjoyable time there. I love that the hotel located in the heart of downtown. Our room faced Washington street. We had a great view of the city. Our room was very clean and comfortable!,4,5,"The review text expresses a very positive sentiment towards the hotel, highlighting its beautiful lobby, helpful staff, and great location. The majority of the models, including BERT, LR, and SVM, agree on a 5-star rating, with BERT having a particularly high confidence, while NB is the only model to disagree with a predicted 4-star rating. Overall, the strong text sentiment and model agreement support a 5-star final rating.",error,5,0.4074289199352267,5,0.5681243496701617,4,0.2881189797098945,5,0.8046875
84,xB1PpdSwSxaczCy3OWqCkQ,"We have been in New Orleans for almost a week now and this is by far our favorite meal! We started with the crawfish, spinach and artichoke dip and that was amazing. The buttered garlic bread that came with it just melted in our mouths! I could've had 3 more of those appetizers! As my meal, I got the Crawfish Etouffee. And YUM!!! That was the best Etouffee I've had ever! My sister got 1/2 dozen of charbroiled oysters and a stuffed crab as her meal. We practically licked our plates!! The service was also outstanding. Joan was our server and she was great! We never had to ask for anything! She was so attentive. Overall, wonderful dining experience! I'll be back for sure!",5,5,"The review text expresses extremely positive sentiment, with the author using phrases such as 'by far our favorite meal', 'amazing', and 'YUM!!!' to describe their experience. The majority of the models, including BERT, LR, and SVM, agree on a 5-star rating, with BERT showing the highest confidence, while NB is the only model to disagree with a predicted 4-star rating. Overall, the strong text sentiment and model agreement support a final rating of 5 stars.",consensus,5,0.3467726810036304,5,0.6253377383443229,4,0.2324836080988888,5,0.91015625
85,-t54hJUbTlOQ6DM36XJ0-g,"I'm appreciative this place does not sacrifice quality ingredients in their food at he sake of trying to get prices down. I personally can tell the difference from processed or frozen foods vs. fresh, quality foods. My husband picked up two meals the other night at $40 and we have gotten 6 servings out of it. Not bad I think for a delish Home cooked meal and perfect for on the way home when I don't feel like cooking! The tamales were out of this world and the shrimp gumbo had plenty of fresh large shrimp.... Some of the best shrimp I've had in a while!!! We will absolutely be returning!!!",5,5,"The review text expresses strong positive sentiment towards the quality of food and value for money, with the customer mentioning specific dishes and their freshness. Although the majority of the models, including LR, SVM, and NB, disagree with a prediction of 2 stars, BERT's prediction of 5 stars with a relatively high confidence aligns with the text's enthusiastic tone. Overall, the text evidence outweighs the model disagreement, supporting a 5-star rating.",override,2,0.2828906148984916,2,0.4576320668564448,2,0.2560186825666331,5,0.70703125
86,WhosyIyyMk17t1QnTLNTLw,"With Cherokee Street so close, I would pass on Arcelias. I heard such great things about it as a St. Louis Mexican joint that has been around for years in Lafayette Square. I was pumped to hear that it re-opened just down the street from our house. 

I hate being let down and I feel like my experiences here have been just that.  The salsa was OK, not very memorable due to its lack of spice.  The margaritas were weak and had that pre-mixed taste. I am beginning to realize that the art of making a margarita has been monopolized by pre-made mixes at many restaurants. Jose Cuervo is rolling in his grave, wait is Jose Cuervo a real person or just the brand name?????  Ok, blonde moment and I digress. I would skip the margarita and go for a Mexican beer instead. 

As for the food, I ordered the queso with chorizo appetizer. Actually, this is the best thing I have had here. It is a tad greasy from the melted cheese but who can go wrong with spicy meat and melty cheese on a tortilla?  For the main course, I ordered the fist tacos. I consider myself a bit of a fish taco connoisseur.  These don't pass the test with me.  Fish was not fried which wins points with me but it was on the dry side and not very flavorful. Others I have visited with ordered the chili verde that is chunks of pork with a green tomatillo sauce.  It didn't pack any heat and no one has ever raved about it afterwards. 

The service was good and nothing to complain about there. 

This isn't horrible Mexican food by any means but as stated above, we can't justify going here anymore with Cherokee St. just a short drive away.  Unless we are REALLY lazy or lose our car keys....",2,2,"Although all models agree on a 3-star rating, the review text expresses significant disappointment and criticism of the food and drinks, with only the queso with chorizo appetizer being a redeeming factor. The reviewer explicitly states that they would pass on Arcelias in favor of a nearby alternative, indicating a lower rating is warranted. The models' agreement on a 3-star rating suggests a mediocre experience, but the reviewer's negative tone and comments suggest a lower rating is more accurate.",override,3,0.3664382111305118,3,0.5161756356663897,3,0.3098565660257614,3,0.55078125
87,1olD9b31HJWUMrwFRgY88Q,"I love all the other hemline locations but this place was ridiculous yesterday. I had 2-3 workers on my case the entire time I was there. They wouldn't let me out of my dressing room and kept bringing me more things that I didn't like or want to try. I told them multiple times no and they kept saying things to combat me. I only came to this location to try a skirt in a size that the magazine location didn't have and when it OBVIOUSLY didn't fit, they didn't care and kept insisting I get it even though I said multiple times I don't like it. I left very ticked off and will never go to that location again. Go to the magazine location. Save yourself.",1,1,"The review text expresses strong negative sentiment towards the location, with the customer feeling harassed and disregarded by the staff. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT showing the highest confidence, indicating a high degree of model agreement. The consistent model predictions, combined with the overwhelmingly negative review text, support a final rating of 1 star.",consensus,1,0.4426917783565935,1,0.603637827316391,1,0.4372715431801295,1,0.9609375
88,ORT5qAncXPDwUgavAKVbcQ,"I had been here once and couldn't stop thinking about their food. When I saw their menu for Northside Nights, I told the hubby that we HAD to go! Although we were a few minutes ahead of our reservation, we were seated immediately. The decor is classy but casual. You won't feel out of place wearing jeans in here! 

The Northside Nights menu allowed both of us a 3 course meal. In the end, it was probably too much food but good nonetheless. For appetizers we ordered the chicken pot stickers and a cup or tortilla soup. The ginger soy sauce for the pot stickers was fantastic however the slaw that was served with it was pretty bland. We both thought the soup was good but overly cheesy. For entrees, we got the Gnocchi Carbonara and the Maple, Mustard and Pretzel Pork. The gnocchi was heavenly. Perfectly creamy and the garlic parmesan sauce was delicious. The pork chop was HUGE but the mix of salty and sweet worked really well. For dessert we got the chocolate cake and the cheesecake with strawberries. They were both wonderfully sweet and the perfect ending to our dinner.

Their regular menu is overloaded with options Burgers, sandwiches, pasta, flatbreads, steaks... there is something for everyone.",4,4,"The review text expresses overwhelmingly positive sentiments about the restaurant's food, decor, and overall experience. Although the majority of the model predictions suggest a 3-star rating, BERT's prediction of 4 stars with a relatively high confidence of 0.6875 aligns more closely with the reviewer's glowing description, leading to a final star rating of 4. The disagreement among models suggests some uncertainty, but the text's sentiment ultimately supports the higher rating.",override,3,0.3703812790599521,3,0.4881676194403532,3,0.3310212463798371,4,0.6875
89,xuB1kYj7S3rnLzc4q9sTPA,"Such a yummy ""healthy"" fast food place. My parents and I have ordered for pick up twice and food was ready on time and very delicious. I've eaten here before in house a few years ago and it was also good.",4,4,"The review text expresses a positive sentiment towards the restaurant, describing the food as yummy and delicious. The models show some disagreement, with BERT and NB predicting 4 stars, while LR and SVM predict 5 stars, but the higher confidence of BERT tips the scale towards a 4-star rating. Overall, the majority of the evidence suggests a 4-star rating is the most appropriate choice.",override,5,0.289693940161627,5,0.4253010670703704,4,0.2581530451698397,4,0.55078125
90,6jhV5I6cnSdq_F9lf_s4rQ,"I'm so used to Kohl's having a certain format, that this store was odd to me. I stopped in because I had 2 $10 certificates that needed to be used by 8/2/15.  

I was in a bit of a time constraint, so I just went over to the women's wear and pawed through the shirts. I found a slew of shirts I wanted, Ones I'd not seen at the local to me Store. 

I finally spied a shirt I wanted,  a cute graphic tee with a bold pink flamingo ... alas it was only a size small.. and then I spied them, bright v-neck tees in royal blue, spring green, grey and turquoise... there were so many choices. Those were $11.99 each, I picked up 2! They ended up costing me $1.99 each! I loved it!",4,4,"The review text expresses a generally positive sentiment, with the customer finding multiple shirts they liked and enjoying a good deal. Although the majority of the models (LR, SVM, NB) predict a lower rating, BERT's prediction of 4 stars aligns more closely with the customer's enthusiastic tone and successful shopping experience. The disagreement between models suggests that the review's sentiment may be nuanced, but the customer's overall satisfaction supports a 4-star rating.",override,2,0.3370819389686179,2,0.4578874984091361,2,0.2915769796638087,4,0.53515625
91,YCVcNDtgsGhs5Mw04xxldg,The food is the reason to come here. The staff did not seem all that friendly. They were either a little short when speaking to my wife and I or to busy on their cell phones. The food though was terrific! I had the skirt steak tacos and the Mexican corn side dish. The corn was AMAZING! If they fix the service this place would get a perfect rating.,4,3,"The review expresses mixed sentiments, praising the food as the main reason to visit while criticizing the staff's friendliness, which suggests a mid-range rating. The BERT and NB models agree on a 3-star rating, while the LR and SVM models predict a lower rating of 2 stars, but the reviewer's enthusiasm for the food and potential for improvement in service supports the higher rating. Overall, the majority of model evidence and the reviewer's comments justify a 3-star final rating.",error,2,0.2683280745946313,2,0.3718762884997129,3,0.2448930112916636,3,0.703125
92,7rIcYGnS7ZOQFmqM7-F2yA,"Visited: 02/20/2016

This is certainly a large museum! We even got a chance to take a picture with the Rocky statue outside the museum :) Not only was this place extremely large, but they can certainly boast their employees for being super friendly! We had this awesome guy tell us about how the museum brings their collections to life within the museum! Example: If you notice the different flooring, it is because the flooring came from that particular place that is explained within each exhibit! We were in a room that had beautiful Herringbone Parquet flooring that was in the original manor that was explained in detail at the exhibit. Of course, they had famous collections such as works from Erró and Monet :D",5,5,"The review text expresses a highly positive sentiment towards the museum, highlighting its large size, friendly employees, and impressive collections. The majority of the models, including BERT with a high confidence, agree with a high rating, while LR and NB have lower confidences and disagree, and SVM suggests a slightly lower rating. Overall, the text evidence and BERT's strong confidence support a 5-star rating.",edge,2,0.2259765899997434,4,0.2737280311954119,1,0.2433734726079179,5,0.8828125
93,UOC4vWpSTF2Ih7eAA5X09g,I booked two rooms here while in Philly for my sister's bachelorette party. The rooms were side by side and everyone in the party loved them! The decor was modern and the linens clean and very comfortable. I especially loved the beauty product dispensers in the shower-so much better than little bottles typically laid out at hotels! Staff was friendly and accomodating. We were within walking distance of the restaurant we chose for dinner and many bars. I would stay here again :),4,5,"The review text expresses a very positive sentiment towards the hotel, mentioning clean and comfortable rooms, friendly staff, and a convenient location. Most models, including BERT, LR, and SVM, agree on a 5-star rating with relatively high confidence, while NB is the only outlier with a 4-star prediction but a lower confidence. Overall, the strong model agreement and glowing review text support a 5-star final rating.",error,5,0.3033593486031419,5,0.5120610905914292,4,0.2698224700190164,5,0.67578125
94,3uwcea9F-Q1b-u9p8II5xg,"We are in Tennessee for the first time. We wanted a good place for lunch and tried to go down the street to Mullen's but the wait was over an hour. The front of the house guy suggested a couple places including Mad Platter. This being Father's Day the menu options were a little limited. But they were fine and my family of four was able to choose something that sounded good to them. The service was a bit slow but they were obviously busy for Father's Day.

Once the food arrived I was a bit surprised by the portions for the price. Fruit is three small pieces? It tasted good but would've been a much better value for a dollar or two less than they were charging.

It was easily one of the most expensive meals we had on our 10 day trip in TN and because of the prices was just not worth it. If it was cheaper I'd go back. Otherwise, when we're in town we'll opt for somewhere else.",3,2,"The majority of the models, including BERT, LR, and NB, agree on a 2-star rating, indicating a mediocre experience. Although SVM suggests a 3-star rating, the overall sentiment of the review text, which expresses disappointment with the prices and portion sizes, aligns more closely with the lower rating. The reviewer's statement that the meal was 'just not worth it' due to the high prices further supports the 2-star rating.",error,2,0.3667256449924724,3,0.4164240776063008,2,0.3313056050720481,2,0.70703125
